proposalId,voter,nondatabase_ens_name,sybil_name,compound_api_name,database_ens_name
97.0,0x9AA835Bc7b8cE13B9B0C9764A52FbF71AC62cCF1,,,a16z,[]
97.0,0x88FB3D509fC49B515BFEb04e23f53ba339563981,,rleshner,Robert Leshner,['lesh.eth']
97.0,0x683a4F9915D6216f73d6Df50151725036bD26C02,,,Gauntlet,[]
98.0,0x88FB3D509fC49B515BFEb04e23f53ba339563981,,rleshner,Robert Leshner,['lesh.eth']
98.0,0x683a4F9915D6216f73d6Df50151725036bD26C02,,,Gauntlet,[]
98.0,0x54A37d93E57c5DA659F508069Cf65A381b61E189,,,blck,[]
98.0,0xa6e8772af29b29B9202a073f8E36f447689BEef6,gfxlabs.eth,,GFX Labs,['gfxlabs.eth']
99.0,0x9AA835Bc7b8cE13B9B0C9764A52FbF71AC62cCF1,,,a16z,[]
99.0,0x683a4F9915D6216f73d6Df50151725036bD26C02,,,Gauntlet,[]
99.0,0x54A37d93E57c5DA659F508069Cf65A381b61E189,,,blck,[]
99.0,0xa6e8772af29b29B9202a073f8E36f447689BEef6,gfxlabs.eth,,GFX Labs,['gfxlabs.eth']
100.0,0x9AA835Bc7b8cE13B9B0C9764A52FbF71AC62cCF1,,,a16z,[]
100.0,0x8169522c2C57883E8EF80C498aAB7820dA539806,,,Geoffrey Hayes,[]
100.0,0x54A37d93E57c5DA659F508069Cf65A381b61E189,,,blck,[]
100.0,0xa6e8772af29b29B9202a073f8E36f447689BEef6,gfxlabs.eth,,GFX Labs,['gfxlabs.eth']
101.0,0xea6C3Db2e7FCA00Ea9d7211a03e83f568Fc13BF7,,,Polychain Capital,[]
101.0,0x8d07D225a769b7Af3A923481E1FdF49180e6A265,monetsupply.eth,MonetSupply,MonetSupply,"['cryptocriticscorner.eth', 'proxydao.eth', 'xyk.eth', 'uwblockchain.eth', 'riskmgmt.eth', 'pastaio.eth', 'theclearinghouse.eth', 'riskdao.eth', 'blockanalitica.eth', 'cryptocriticpod.eth', 'acats.eth', 'nacha.eth', 'hyphy.eth', 'monetsupply.eth', 'mrcarmack.eth', 'basepool.eth', 'pastadao.eth', 'nattywine.eth', 'caspiancey.eth', 'alwayshasbeen.eth', 'grindset.eth', 'proxyadvisor.eth', 'rektboi.eth']"
102.0,0x88FB3D509fC49B515BFEb04e23f53ba339563981,,rleshner,Robert Leshner,['lesh.eth']
102.0,0x683a4F9915D6216f73d6Df50151725036bD26C02,,,Gauntlet,[]
102.0,0x54A37d93E57c5DA659F508069Cf65A381b61E189,,,blck,[]
103.0,0x88FB3D509fC49B515BFEb04e23f53ba339563981,,rleshner,Robert Leshner,['lesh.eth']
103.0,0x683a4F9915D6216f73d6Df50151725036bD26C02,,,Gauntlet,[]
103.0,0x54A37d93E57c5DA659F508069Cf65A381b61E189,,,blck,[]
104.0,0xea6C3Db2e7FCA00Ea9d7211a03e83f568Fc13BF7,,,Polychain Capital,[]
105.0,0xea6C3Db2e7FCA00Ea9d7211a03e83f568Fc13BF7,,,Polychain Capital,[]
106.0,0xea6C3Db2e7FCA00Ea9d7211a03e83f568Fc13BF7,,,Polychain Capital,[]
107.0,0xea6C3Db2e7FCA00Ea9d7211a03e83f568Fc13BF7,,,Polychain Capital,[]
107.0,0x88FB3D509fC49B515BFEb04e23f53ba339563981,,rleshner,Robert Leshner,['lesh.eth']
